iter	RMSE
0	0.009079017423
1	0.008828925699
2	0.008588188804
3	0.008354861501
4	0.008121755928
5	0.007905843613
6	0.007699335568
7	0.007494388008
8	0.007295129529
9	0.00710503626
10	0.006918207321
11	0.006732617942
12	0.006559729787
13	0.006387335898
14	0.006221319939
15	0.006058744252
16	0.005900271149
17	0.005749626817
18	0.005600716077
19	0.005456997124
20	0.005322504225
21	0.005184725622
22	0.005060230066
23	0.004935284874
24	0.004815152079
25	0.004698330157
26	0.00458110248
27	0.004464591823
28	0.004358630754
29	0.004254451953
30	0.004155317395
31	0.004056648178
32	0.0039569746
33	0.003862539555
34	0.003769779585
35	0.003682939579
36	0.003600151036
37	0.00351671187
38	0.003439214203
39	0.003361426211
40	0.00328794951
41	0.003213742598
42	0.00315042321
43	0.00308062192
44	0.003015871726
45	0.002948602682
46	0.002893522037
47	0.002829506147
48	0.002770047421
49	0.002713514211
50	0.002656990983
51	0.002604231421
52	0.002551787028
53	0.002500727722
54	0.002453994546
55	0.002418250523
56	0.002376475461
57	0.00233428514
58	0.002292962126
59	0.002252394978
60	0.002211451058
61	0.00217579957
62	0.002136499527
63	0.002100277478
64	0.002062536692
65	0.002030533186
66	0.001996856585
67	0.001965480331
68	0.001933427737
69	0.001906121476
70	0.001876388164
71	0.001847977297
72	0.00182482835
73	0.001799005835
74	0.001775619258
75	0.001750645246
76	0.001727283466
77	0.001702342345
78	0.001680551626
79	0.001660209387
80	0.001638993919
81	0.001617670701
82	0.001597765987
83	0.00157879209
84	0.001560198754
85	0.001541370094
86	0.001523579748
87	0.001507558272
88	0.001491713523
89	0.001476634142
90	0.001462433428
91	0.001446983049
92	0.001438807251
93	0.001427759982
94	0.001413930171
95	0.001400144318
96	0.001387303615
97	0.001378120853
98	0.001367032116
99	0.001352813296
100	0.001342388192
101	0.001332642355
102	0.001323356039
103	0.001314458927
104	0.001304784202
105	0.00129525464
106	0.001287743084
107	0.001278621518
108	0.001270117866
109	0.001262743975
110	0.001253746639
111	0.001246017617
112	0.001238644946
113	0.00123134064
114	0.001225195551
115	0.001221884479
116	0.001215194814
117	0.001208539157
118	0.001200618056
119	0.001194928431
120	0.001189319589
121	0.001183332111
122	0.001176993538
123	0.001169156324
124	0.001164258284
125	0.001160468709
126	0.001154922944
127	0.001150496922
128	0.00114634474
129	0.001140321837
130	0.001136074558
131	0.001130719122
132	0.001125802614
133	0.00112410095
134	0.001119705219
135	0.001116033499
136	0.00111060855
137	0.001106390469
138	0.001101395285
139	0.001099749742
140	0.001095447876
